id,tokens,ner_tags
23,Mount,1
23,Rainier,2
23,rises,0
23,as,0
23,the,0
23,highest,0
23,peak,0
23,in,0
23,Washington,0

24,Mount,1
24,Shasta,2
24,dominates,0
24,the,0
24,landscape,0
24,of,0
24,northern,0
24,California,0

25,Mount,1
25,St,2
25,Helens,2
25,erupted,0
25,in,0
25,1980,0
25,destroying,0
25,its,0
25,peak,0

26,Mount,1
26,Kosciuszko,2
26,forms,0
26,part,0
26,of,0
26,the,0
26,Australian,0
26,Alps,0

27,Mount,1
27,Harney,2
27,rises,0
27,as,0
27,the,0
27,highest,0
27,peak,0
27,in,0
27,South,0
27,Dakota,0

28,Mount,1
28,Mitchell,2
28,is,0
28,the,0
28,highest,0
28,peak,0
28,in,0
28,North,0
28,Carolina,0

29,Mount,1
29,St,2
29,Marys,2
29,dominates,0
29,the,0
29,landscape,0
29,of,0
29,Tasmania,0

30,Mount,1
30,Washington,2
30,stands,0
30,as,0
30,the,0
30,highest,0
30,peak,0
30,in,0
30,New,0
30,Hampshire,0

31,Mount,1
31,Borah,2
31,rises,0
31,as,0
31,the,0
31,highest,0
31,mountain,0
31,in,0
31,Idaho,0

32,Mount,1
32,Saint,2
32,Helena,2
32,stands,0
32,as,0
32,the,0
32,tallest,0
32,mountain,0
32,in,0
32,Saint,0
32,Helena,0

33,Mount,1
33,Saint,2
33,Louis,2
33,rises,0
33,as,0
33,the,0
33,tallest,0
33,mountain,0
33,in,0
33,Senegal,0

34,Mount,1
34,Meru,2
34,stands,0
34,as,0
34,a,0
34,volcanic,0
34,mountain,0
34,in,0
34,Tanzania,0

35,Mount,1
35,Diablo,2
35,stands,0
35,as,0
35,the,0
35,devilish,0
35,mountain,0
35,in,0
35,California,0

36,Mount,1
36,Triglav,2
36,stands,0
36,as,0
36,the,0
36,highest,0
36,mountain,0
36,in,0
36,Slovenia,0

37,Mount,1
37,Teide,2
37,rises,0
37,as,0
37,the,0
37,tallest,0
37,mountain,0
37,in,0
37,Spain,0

38,Mount,1
38,Apartment,2
38,is,0
38,the,0
38,highest,0
38,peak,0
38,in,0
38,Colorado,0

39,Mount,1
39,Timpanogos,2
39,rises,0
39,as,0
39,the,0
39,tallest,0
39,mountain,0
39,in,0
39,Utah,0

40,Mount,1
40,Rainier,2
40,rises,0
40,as,0
40,the,0
40,highest,0
40,peak,0
40,in,0
40,Oregon,0

41,Mount,1
41,Hood,2
41,rises,0
41,as,0
41,a,0
41,stratovolcano,0
41,in,0
41,Oregon,0

42,Mount,1
42,Sopris,2
42,rises,0
42,as,0
42,the,0
42,tallest,0
42,mountain,0
42,in,0
42,Colorado,0

43,Mount,1
43,Baker,2
43,rises,0
43,as,0
43,the,0
43,highest,0
43,peak,0
43,in,0
43,Washington,0

44,Mount,1
44,San,2
44,Gorgonio,2
44,is,0
44,the,0
44,tallest,0
44,mountain,0
44,in,0
44,Southern,0
44,California,0

45,Mount,1
45,Mitchell,2
45,is,0
45,the,0
45,highest,0
45,peak,0
45,in,0
45,North,0
45,Carolina,0

46,Mount,1
46,Rainier,2
46,rises,0
46,as,0
46,the,0
46,highest,0
46,peak,0
46,in,0
46,Washington,0

47,Mount,1
47,McKinley,2
47,rises,0
47,as,0
47,the,0
47,tallest,0
47,peak,0
47,in,0
47,North,0
47,America,0

48,Mount,1
48,Mansfield,2
48,rises,0
48,as,0
48,the,0
48,highest,0
48,peak,0
48,in,0
48,Vermont,0

49,Mount,1
49,Bachelor,2
49,rises,0
49,as,0
49,the,0
49,tallest,0
49,mountain,0
49,in,0
49,Oregon,0
